name,gender,country_code,country,nationality_long,disciplines,events,birth_date,hobbies,education,family,lang,coach
BLANKS Graham,Male,USA,United States,United States of America,['Athletics'],"[""Men's 5000m""]",2002-04-24,Sleeping,"Studies Economics and Philosophy at Harvard University (Cambridge, MA, USA)",,English,Club: Alex Gibby
BEDNAREK Kenneth,Male,USA,United States,United States of America,['Athletics'],"[""Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay""]",1998-10-14,"Has two dogs, a husky (Rambo) and a Goldendoodle (Coco). Favourite video game superhero is the ‘Silent Assassin.'","Indian Hills Community College (IA, USA)","Girlfriend, Sharmila Nicollet (IND). Mother, Mary. Brother, Ian (twin). Sister, Mary Clare",English,
CLEMONS Malcolm,Male,USA,United States,United States of America,['Athletics'],"[""Men's Long Jump""]",2002-03-08,"Playing video games, spending time with family, traveling, playing chess","University of Florida (Gainesville, USA)",,"English, French",Personal: Nic Petersen (USA)
BOLING Matthew,Male,USA,United States,United States of America,['Athletics'],"[""Men's 4 x 400m Relay""]",2000-06-20,,,,,
AKINS Nia,Female,USA,United States,United States of America,['Athletics'],"[""Women's 800m""]",1998-07-07,"Musician. Records feel-good music to help her stay positive when things do not go her way on the track. Her first song, ‘Smoke’, was written during the Tokyo 2020 Olympic Trials","Graduated in 2020 from the School of Nursing at University of Pennsylvania (Philadelphia, PA, USA)","Mother, Nicol Hodges",English,Personal: Danny Mackay (USA)
BENJAMIN Rai,Male,USA,United States,United States of America,['Athletics'],"[""Men's 400m Hurdles"", ""Men's 4 x 400m Relay""]",1997-07-27,"Cycling, cooking. “You just got to cook and I like it a lot. I think it’s really cool. I’ll watch Bon Appetit videos on YouTube and then (get) inspired and then I’d even go online and look at a bunch of their recipes… It’s like, boom, find the recipe, run to Whole Foods, grab whatever, come home.” (usmagazine.com, 19 Jul 2021)","Studied Political Science at the University of California, Los Angeles (UCLA) from 2015-2016, then transferred to the University of Southern California (USC) in Los Angeles (CA, USA), graduating in 2019","Father, Winston Benjamin. Mother, Jeanette Mason",English,"Personal: Quincy Watts (USA), two-time 1992 Olympic champion (400m, 4x400m relay). Joanna Hayes (USA), 2004 Olympic 100m hurdles champion"
CROUSER Ryan,Male,USA,United States,United States of America,['Athletics'],"[""Men's Shot Put""]",1992-12-18,"An outdoorsman (fishing, his boats, kayaking, hiking, bow hunting, camping), DIY (do-it-yourself projects) and his Labrador dog, Koda","Graduated in 2015 with a Bachelor's degree in Economics, and in 2016 with a Master's degree in Finance from the University of Texas at Austin (TX, USA)","Partner, Megan Clark. Father, Mitch. Mother, Lisa. Brother, Matt",English,Personal: Mario Sategna (USA)
BROOKS Taliyah,Female,USA,United States,United States of America,['Athletics'],"[""Women's Heptathlon""]",1995-02-08,,"Graduated with a degree in Communications (with a minor in Legal Studies) from the University of Arkansas (Fayetteville, AR, USA)","Father, Robert Brooks. Mother, Diann Clark. Brother, Robert Jr. Sisters, Jasmine, Mercedes, Robyn",English,Personal: Chris Johnson (USA)
DAVIS Tamari,Female,USA,United States,United States of America,['Athletics'],"[""Women's 4 x 100m Relay""]",2003-02-15,"Playing with Legos - ""It helps calm my mind after practice."" (Instagram profile, 11 Apr 2022)",,"Mother, Tamara",English,"Personal: Gary Evans, Kaila Reddick (USA)"
DAVIS-WOODHALL Tara,Female,USA,United States,United States of America,['Athletics'],"[""Women's Long Jump""]",1999-05-20,"Her dogs, Milo and Winnie","Graduated with a degree in Sport Studies from the University of Texas at Austin (TX, USA) after transferring from the University of Georgia (Athens, GA, USA) after her freshman year","Husband, Hunter Woodhall. Father, Ty. Mother, Rayshon. Youngest of five children",English,br>Personal: Travis Geopfert (USA)
BASSITT Trevor,Male,USA,United States,United States of America,['Athletics'],"[""Men's 400m Hurdles""]",1998-02-26,"Mowgli, his mini golden doodle dog","Graduated with a Bachelor in Science in Sport Management (Finance minor) and a Master in Business Administration (MBA) from Ashland University (OH, USA)","Wife, Harlie (married 22 Oct 2022). Father, Tom. Mother, Mindy. Brother, Kyle. Two sisters, Kendra and Lindsey",English,Personal: Mike Holloway (USA)
ALLMAN Valarie,Female,USA,United States,United States of America,['Athletics'],"[""Women's Discus Throw""]",1995-02-23,"Lover of ice cream, dance parties and dogs","Graduated with a degree in Product Design. Pursuing Master's degree in Communications at Stanford University (CA, USA)","Father, David. Mother, Lisa. Brother, Kevin",English,Personal: Zebulon Sion (USA)
CONSTIEN Valerie,Female,USA,United States,United States of America,['Athletics'],"[""Women's 3000m Steeplechase""]",1996-03-21,"Baking, crafts, reading. She can play piano and French horn (was member of her high school band)","Graduated with a degree in Environmental Engineering from University of Colorado (Boulder, CO, USA)","Father, Ron. Mother, Ann. Sister, Elizabeth",English,"Personal: Mark Wetmore (USA), Heather Burroughs (USA)"
CUNNINGHAM Vashti,Female,USA,United States,United States of America,['Athletics'],"[""Women's High Jump""]",1998-01-18,"Balances her athletic career with passions in fashion, design, landscape photography (wants to work for National Geographic), modelling, drawing and painting. Enjoys skateboarding","University of Nevada, Las Vegas (USA)","Father, Randall. Mother, Felicity de Jager. Brother, Randall Jr. Two sisters (Grace, Sofia)",English,"Personal: Randall Cunningham Sr (USA), her father"
FURQUIM BASTOS Georgia,Female,BRA,Brazil,Brazil,['Shooting'],['Skeet Women'],1996-12-20,,Studying Architecture and Urban Planning at the Federal University of Rio Grande do Sul (BRA),"Partner, Jaison Sandro Santin. Father, Ricardo. Mother, Ticiana. Siblings, Lethicia, Cecília, Augusto, Clara and Catarina","English, Portuguese",Personal: Jaison Sandro Santin (BRA) - her partner
MEYER Geovana,Female,BRA,Brazil,Brazil,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women']",2001-09-10,"Watching series, reading books",,"Father, Reinaldo. Mother, Monica Larsen","English, Portuguese",
CHATEAUBRIAN Philipe,Male,BRA,Brazil,Brazil,['Shooting'],['10m Air Pistol Men'],1989-01-31,,"Received a degree in Military Science from the Military Academy of Agulhas Negras (Rio de Janiero, BRA) in 2014","Daughter, Maria Julia. Son, Joao Gabriel. Father, Jose Ivanor Severo. Mother, Marcia Neves (deceased). Younger sister, Rebecca","English, Portuguese, Spanish",Personal: Julio Almeida (BRA)
APPS Olivia,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],1998-12-01,,,"Father, Alfred. Mother, Danielle. She also has three sisters",English,National: Jack Hanratty (CAN)
BERMUDEZ Fancy,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2002-05-27,,,"Twin brother, Sony",English,Jack Hanratty (CAN)
CORRIGAN Alysha,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],1997-01-25,,"Graduated with a Bachelor's degree in Business Administration from the University of Prince Edward Island (PE, CAN) and Community Development from the University of Acadia (Wolfville, NS, CAN)","Mother, Sonja. Sister, Sidney",English,National: Jack Hanratty (CAN)
CROSSLEY Caroline,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],1998-04-19,"Cooking, hiking and camping, plus travelling","Graduated with a Certificate in Business from Queen's University (Kingston, ON, CAN)",,English,Jack Hanratty (CAN)
DANIELS Chloe,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2003-04-27,,"Studied Business at Queen's University (Kingston, ON, CAN)","Sister, Hannah",English,National: Jack Hanratty (CAN)
HOGAN-ROCHESTER Asia,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],1999-04-20,"Fashion and styling, writing music and poetry","Studied Communications at York University (Toronto, ON, CAN)",,English,National: Jack Hanratty (CAN)
LOGAN Piper,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2001-07-13,,"Studying a Bachelor's Degree in Arts at the University of British Colombia (Vancouver, BC, CAN)","Sister, Makayla",English,National: Jack Hanratty (CAN)
NORSTEN Carissa,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2003-11-07,,"Studied at the University of Victoria (BC, CAN)","Father, Moe. Mother, Marcia. Older sister, Christina",English,National: Jack Hanratty (CAN)
PERRY Taylor,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2000-07-23,,,,,
SCURFIELD Krissy,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2003-06-15,,"Studies Social Studies at University of Victoria (Victoria, BC, CAN).</p><p>Studies Kinesiology at Camosun College (Victoria, BC, CAN)","Father, Allan. Mother, Sandy. Older sister, Annika",English,National: Jack Hanratty (CAN)
SYMONDS Florence,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2002-05-20,,"Studying a Bachelor's degree in Arts, General Studies at University of British Colombia (Vancouver, BC, CAN)",,English,National: Jack Hanratty (CAN)
VALENZUELA Shalaya,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],1999-06-12,,,,English,National: Jack Hanratty (CAN)
WARDLEY Keyara,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],2000-01-27,,,"Brother, Evan",English,National: Jack Hanratty (CAN)
WILLIAMS Charity,Female,CAN,Canada,Canada,['Rugby Sevens'],['Women'],1996-10-20,,,"Father, Robert. Mother, Mary Ann. Siblings, Belah, Faith, Test, Selam, Abby and Jahvantai",English,National: Jack Hanratty (CAN)
ARNOLD Djenyfer,Female,BRA,Brazil,Brazil,['Triathlon'],"[""Women's Individual""]",1993-03-08,,"Unisul - Universidade (Santa Catarina, BRA)",,"English, Portuguese",Personal: Marcelo Ortiz (BRA)
MESSIAS Manoel,Male,BRA,Brazil,Brazil,['Triathlon'],"[""Men's Individual""]",1996-11-19,,,,"English, Portuguese",
HIDALGO Miguel,Male,BRA,Brazil,Brazil,['Triathlon'],"[""Men's Individual""]",2000-08-04,,,,Portuguese,
LOPES Vittoria,Female,BRA,Brazil,Brazil,['Triathlon'],"[""Women's Individual""]",1996-03-15,,,"Partner Danilo Pimentel. Mother, Hedla Lopes. Father, Fábio Calheiros","English, Portuguese",
ECHIKUNWOKE Annette Nneka,Female,USA,United States,United States of America,['Athletics'],"[""Women's Hammer Throw""]",1996-07-29,"Her coach rewarded her with her favourite sour candy after she qualified for the 2024 Olympic Games at the U.S. Olympic Trials - a treat she had not been able to enjoy all season.</p><p>Volunteers in the Greater Cincinnati (OH, USA) community, working with Girls on the Run of Greater Cincinnati and the Freestore Foodbank","Graduated in 2018 with a Bachelor of Science in Actuarial Science and in 2019 with a Master of Science in Marketing from the University of Cincinnati (OH, USA)",,English,Personal: Susan Seaton (USA)
EVANS Andrew,Male,USA,United States,United States of America,['Athletics'],"[""Men's Discus Throw""]",1991-01-25,,"Graduated in 2014 from University of Kentucky (Lexington, KY, USA) after transferring from Kalamazoo Valley Community College (MI, USA)","Father, Lawrence. Mother, Laura. Sister, Rachel",English,Personal: John Dagata (USA)
HALL Anna,Female,USA,United States,United States of America,['Athletics'],"[""Women's Heptathlon""]",2001-03-23,,"Started studying in 2022 at the University of Florida (Gainesville, FL, USA). From 2019-2021 she attended the University of Georgia. Left after a coaching change in the athletics programme","Father, David. Mother, Ronette. Three sisters (Kara, Julia, Lauryn)",English,Personal: Mike Holloway (USA)
HOLMES Alexis,Female,USA,United States,United States of America,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",2000-01-28,,"Graduated in 2022 with a degree in Public Health (minor in African American Studies) from the University of Kentucky (Lexington, KY, USA). Previously attended Penn State University (State College, PA, USA) in 2019","Father, Craig. Mother, Dawn Stanton-Holmes. Brother, CJ",English,"Personal: Lawrence ""Boogie"" Johnson (USA)"
JOHNSON Alaysha,Female,USA,United States,United States of America,['Athletics'],"[""Women's 100m Hurdles""]",1996-07-20,,"Graduated in 2018 from the University of Oregon (Eugene, OR, USA) and in 2019 with a Master's degree in Sociology from Texas Tech University (Lubbock, TX, USA)",,English,Personal: Morgan David Wells (USA)
HOPPEL Bryce,Male,USA,United States,United States of America,['Athletics'],"[""Men's 800m""]",1997-09-05,Playing baseball and football,"Studied Finance and Mechanical Engineering at University of Kansas (Lawrence, KS, USA)","Father, Monty. Mother, Rita. Sisters, Kelsey and Megan",English,Personal: Michael Whittlesey (USA)
KESSLER Hobbs,Male,USA,United States,United States of America,['Athletics'],"[""Men's 1500m"", ""Men's 800m""]",2003-03-15,,,"Father, Mike. Mother, Serena. Sister, Natalie",English,Personal: Ron Warhurst (USA)
JACKSON Chase,Female,USA,United States,United States of America,['Athletics'],"[""Women's Shot Put""]",1994-07-20,,"Graduated with a degree in Psychology from Oklahoma State University (Stillwater, OK, USA)","Husband, Mitch Jackson (married January 2024). Father, Chuck. Mother, Michelle Martinez. Sister, Taylor",English,Personal: Paul Wilson (GBR)
HAWKINS Chari,Female,USA,United States,United States of America,['Athletics'],"[""Women's Heptathlon""]",1991-05-21,,"Graduated in 2015 with a Bachelor's degree in Education from Utah State University (Logan, UT, USA) and in 2019 with a Master's degree in Education from the University of Bath (GBR)","Husband, Charles O'Neal III. Father, Bill. Mother, Peggy. Youngest of five children",English,Personal: Craig Poole (USA)
HOCKER Cole,Male,USA,United States,United States of America,['Athletics'],"[""Men's 1500m""]",2001-06-06,,"University of Oregon (Eugene, OR, USA). After one year he gave up his eligibility at Oregon to turn professional","Father, Kyle. Mother, Janet. Brother, Stone",English,Personal: Ben Thomas (USA)
HAUGH Daniel,Male,USA,United States,United States of America,['Athletics'],"[""Men's Hammer Throw""]",1995-05-03,Fishing,"Graduated in 2018 with a Bachelor's degree in Marketing from the University of Alabama (AL, USA) and in 2020 with a Master's degree in Public Administration from Kennesaw State University (GA, USA)","Father, Dr. Jordan Haugh (chiropractor). Mother, Yvonne Haugh. Brother, Philip",English,Personal: Mike Judge (USA)
KERLEY Fred,Male,USA,United States,United States of America,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",1995-05-07,"Shopping, sleeping, cooking, gardening, hanging out with his dogs","Studied Agricultural Studies, History, Sport Management at Texas A&M University (College Station, TX, USA)","Father, Ricky. Mother, Virginia. Two brothers (Demarea, My'lik). Two sisters (Kadijah, Virginia)",English,"Personal: Quincy Watts (USA), 1992 Olympic 400m champion. Changed coaches in September 2023"
FISHER Grant,Male,USA,United States,United States of America,['Athletics'],"[""Men's 10,000m"", ""Men's 5000m""]",1997-04-22,"Hiking, computer programming, sleeping","Studied Electrical Engineering at Stanford University (Palo Alto, CA, USA)","Father, Dan. Mother, Sonia. Brother, Mark. Sister, Hailey",English,Personal: Mike Scannell (USA)
HOLLOWAY Grant,Male,USA,United States,United States of America,['Athletics'],"[""Men's 110m Hurdles""]",1997-11-19,Playing and streaming video games,"Studied African American Studies at the University of Florida (Gainesville, FL, USA)","Partner, Katie Chronister. Father, Stan. Mother, Latasha. Brother, Trey",English,"Personal: Mike Holloway (USA), his cousin"
FORD Jameesia,Female,USA,United States,United States of America,['Athletics'],"[""Women's 4 x 400m Relay""]",2005-01-26,,,,,
HARRISON Juvaughn,Male,USA,United States,United States of America,['Athletics'],"[""Men's High Jump""]",1999-04-30,Playing video games,"Bioengineering at Louisiana State University (Baton Rouge, LA, USA)","Father, Dennis Blake (JAM). Mother, Georgia (JAM). Brother, Ky-Mani",English,Personal: Todd Lane (USA)
ELLIS Kendall,Female,USA,United States,United States of America,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",1996-03-08,"Following gymnastics, playing piano, watching videos online","Graduated in 2018 with a degree in Business Administration from the University of Southern California (Los Angeles, CA, USA).<br>Obtained a Master's degree in Business Administration and Management from DeVry University (Naperville, IL, USA)","Father, Samuel. Mother, Wanda. Siblings, Courtney and Kimberly",English,"Personal: Quincy Watts (USA), since 2014 (1992 Olympic 400m champion)"
HOWARD Marisa,Female,USA,United States,United States of America,['Athletics'],"[""Women's 3000m Steeplechase""]",1992-08-10,"Reading, cooking, baking","Received a Bachelor's degree in Nursing from Boise State University, ID (USA) in 2015 and is now pursuing a Master's degree in Nutrition and Human Performance","Husband, Jeff Howard. Son, Kai (born 2022). Father, Mark Vander Malle. Mother, Darleen. Two siblings, Andrea and Kyle",English,Personal: Pat McCurry (USA)
JEFFERSON Melissa,Female,USA,United States,United States of America,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",2001-02-21,,"Coastal Carolina University (Conway, SC, USA)","Fiance, Rolan Wooden. Father, Melvin. Mother, Johanna. Two older sisters",English,"Personal: Dennis Mitchell (USA), three-time Olympic medallist, 100m (1992 bronze) and 4x100m relay (1992 gold, 1996 silver)"
HAYES Quanera,Female,USA,United States,United States of America,['Athletics'],"[""Women's 4 x 400m Relay""]",1992-03-07,,"Graduated in 2015 from Livingstone College (Salisbury, NC, USA)","Son, Demetrius Jr. (born 2018)",English,Personal: Alleyne Francique (GRN)
FRANKLIN Tori,Female,USA,United States,United States of America,['Athletics'],"[""Women's Triple Jump""]",1992-10-07,"Singing, dancing, hiking, filming and playing sports","Graduated in 2015 with a Bachelor of Arts in Interdisciplinary Studies from Michigan State University (East Lansing, MI, USA) and in 2021 with a Master of Business Administration (MBA) in Entrepreneurial Studies from the Keller Graduate School of Management of DeVry University (IL, USA)","Father, William. Mother, Tonya",English,
LOBO Bruno,Male,BRA,Brazil,Brazil,['Sailing'],"[""Men's Kite""]",1993-07-26,Other sports and spending time with his family,Medicine at Federal University of Maranhao (BRA),"Wife, Lura. Son, Isaac",Portuguese,
FONTES Bruno,Male,BRA,Brazil,Brazil,['Sailing'],"[""Men's Dinghy""]",1979-09-25,"Surfing, cycling","Studied Environmental Engineering at Universidade Federal de Santa Catarina in Florianopolis, BRA","Wife, Paola Piccoli. Daughter, Clara","English, Portuguese",Bruno Di Bernardi
FRALEY Veronica,Female,USA,United States,United States of America,['Athletics'],"[""Women's Discus Throw""]",2000-05-27,,"Graduated in 2021 with a Bachelor of Science degree in Health Services (minor in Spanish) from Clemson University (SC, USA) and in May 2023 with a Master of Science degree in Biomedical Sciences from Vanderbilt University (Nashville, TN, USA).  </p><p>Will graduate in August 2024 with a Master of Education in Human Development and Family Studies from Vanderbilt Peabody College","Mother, Dr Anita Hudson-Fraley (obstetrician-gynaecologist)","English, Spanish",Personal: John Newell (USA)
KIDD Gabriella,Female,BRA,Brazil,Brazil,['Sailing'],"[""Women's Dinghy""]",1997-04-18,Cycling,Advertising and Marketing at Pontifical Catholic University of Rio de Janeiro (BRA),,"English, Portuguese, Spanish",Felipe Toledo (BRA)
KELATI FREZGHI Weini,Female,USA,United States,United States of America,['Athletics'],"[""Women's 10,000m""]",1996-12-01,"Outdoor activities, learning a new languages","Graduated with a Bachelor’s degree in Physical Health and a minor in Community Health Education from the University of New Mexico (Albuquerque, NM, USA)","Mother. Two younger brothers (Micheal, Biniam). Father passed away when she was four",English,Personal: Stephen Haas (USA)
SIMOES Gabriel,Male,BRA,Brazil,Brazil,['Sailing'],"[""Men's Skiff""]",2002-06-18,,,,Portuguese,
DUARTE HADDAD Henrique,Male,BRA,Brazil,Brazil,['Sailing'],['Mixed Dinghy'],1987-05-28,,,,"English, Portuguese, Spanish",Alexandre Paradeda (BRA)
SWAN Isabel,Female,BRA,Brazil,Brazil,['Sailing'],['Mixed Dinghy'],1983-11-18,"Singing, dancing, sport in general","Degree in Social Communication from Universidade Federal Fluminense (BRA). MBA in Project Management from IBMEC (BRA). Masters of Arts, Sports - Olympism from German Sport University Cologne (GER)",,"English, Portuguese, Spanish",Rodrigo Amado
SIEMSEN Joao,Male,BRA,Brazil,Brazil,['Sailing'],['Mixed Multihull'],1992-06-09,,Law at Pontifical Catholic University of Rio de Janeiro (BRA),,Portuguese,Ian Andrewes (USA)
KUNZE Kahena,Female,BRA,Brazil,Brazil,['Sailing'],"[""Women's Skiff""]",1991-03-12,,"Environmental Engineering at Pontifical Catholic University (Rio de Janeiro, BRA)","Father, Claudio Kunze. Mother, Audrey","English, German, Portuguese, Spanish",National: Javier Torres (ESP)
MARIUTTI ARNDT Marina,Female,BRA,Brazil,Brazil,['Sailing'],['Mixed Multihull'],2001-04-20,,,,Portuguese,
SOFFIATTI GRAEL Martine,Female,BRA,Brazil,Brazil,['Sailing'],"[""Women's Skiff""]",1991-02-12,,Environmental Engineering at Fluminense Federal University (BRA),"Father, Torben. Mother, Andrea. Brother, Marco. Uncle, Lars","English, French, Italian, Portuguese, Spanish",National: Javier Torres (ESP)
SOFFIATTI GRAEL Marco,Male,BRA,Brazil,Brazil,['Sailing'],"[""Men's Skiff""]",1989-06-09,,"Attended Fluminense Federal University in Niteroi, BRA","Father, Torben. Mother, Andrea Soffiatti. Sister, Martine","English, Italian, Portuguese, Spanish",
ISAAC Mateus,Male,BRA,Brazil,Brazil,['Sailing'],"[""Men's Windsurfing""]",1994-01-16,Helps his parents in their restaurants in Sao Paulo (BRA),,,Portuguese,"Bruno Prada (BRA), two-time Olympic medallist (one silver, one bronze) in the Star class with Robert Scheidt (BRA) and five-time world champion"
BENUS Matej,Male,SVK,Slovakia,Slovakia,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",1987-11-02,"Hiking, ice hockey, spending time with his family",,"Wife, Ivana Benusova. Three sons, Simon (born 2013), Tobias (born 2015) and Sebastian (born 2019). Mother, Jana Kubovcakova. Sister, Dana Mann",Slovak,
MINTALOVA Eliska,Female,SVK,Slovakia,Slovakia,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1999-03-23,"Listening to music, watching movies, hiking","Graduated in 2023 with a Bachelor's degree from Comenius University (Bratislava, SVK). Studying for a Master's degree in Physical Education","Partner, Tomas",Slovak,Personal: Peter Cibak Jr (SVK)
LY Edward,Male,CAN,Canada,Canada,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",2003-01-29,,,,"English, French",
ZHANG Mo,Female,CAN,Canada,Canada,['Table Tennis'],"[""Women's Singles""]",1989-01-17,"Watching films, listening to music, reading","Studied at the University of British Columbia (Vancouver, BC, CAN)",,"English, Mandarin",
HAZIN Jeremy,Male,CAN,Canada,Canada,['Table Tennis'],"[""Men's Team""]",2000-02-27,Singing Chinese pop songs,,,"Cantonese, English, Mandarin","Personal: Eugene Wang (CAN), his teammate"
WANG Eugene,Male,CAN,Canada,Canada,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",1985-11-13,"Playing football, watching movies, travelling",,,"English, Mandarin",
BERGER Matt,Male,CAN,Canada,Canada,['Skateboarding'],"[""Men's Street""]",1993-10-10,"Playing basketball, cycling, spending time with friends",,,English,
DECENZO Ryan,Male,CAN,Canada,Canada,['Skateboarding'],"[""Men's Street""]",1986-07-20,"Snowboarding, riding dirt bikes, cycling","Graduated with a Bachelor's degree in Arts (2006) from Kwantlen Polytechnic University (Surrey, BC, Canada)","Brother, Scott",English,
EBERT Fay,Female,CAN,Canada,Canada,['Skateboarding'],"[""Women's Park""]",2009-11-19,"Drawing, animating, cross-country running, playing the ukelele, playing games with her younger brother (Minecraft)",,,English,
RUSSELL Cordano,Male,CAN,Canada,Canada,['Skateboarding'],"[""Men's Street""]",2004-08-04,,,,English,
AHAMDY Salam Bouha,Female,MTN,Mauritania,Mauritania,['Athletics'],"[""Women's 100m""]",2000-08-30,,,,Arabic,"Personal: Houleye Ba (MTN), two-time Olympian (Rio 2016, Tokyo 2020).<br>Personal: Myriam Soumare (FRA), two-time Olympian (Beijing 2008, London 2012)"
GUSIN Tatiana,Female,GRE,Greece,Greece,['Athletics'],"[""Women's High Jump""]",1994-01-26,Photography (portraits),"Communication Studies and Journalism at University of Georgia (Athens, GA, USA)","Father, Ion (MDA). Mother, Aliona (MDA)","English, Greek, Romanian",Personal: Ioanna Siomou (GRE)
FRANTZESKAKIS Christos,Male,GRE,Greece,Greece,['Athletics'],"[""Men's Hammer Throw""]",2000-04-26,,"Agriculture at Hellenic Mediterranean University (Hania, GRE)","Younger sister, Adamantia","English, Greek",Personal: Kostas Papamarkakis (GRE)
ANASTASAKIS Michail,Male,GRE,Greece,Greece,['Athletics'],"[""Men's Hammer Throw""]",1994-12-03,"Reading, playing video games",Physiotherapy at Athens University of Applied Sciences (GRE),,"English, Greek","Personal: Alexandros Papadimitriou (GRE), 2002 European Championships bronze medallist"
DOSI Panagiota,Female,GRE,Greece,Greece,['Athletics'],"[""Women's High Jump""]",2001-04-01,,Sports Science,"Partner, Giorgos Omirou (CYP)",Greek,Personal: Theodoros Dosis (GRE)
EMMANOUILIDOU Polyniki,Female,GRE,Greece,Greece,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",2003-06-30,,,,Greek,Personal: Katerina Alexopoulou (GRE)
KARALIS Emmanouil,Male,GRE,Greece,Greece,['Athletics'],"[""Men's Pole Vault""]",1999-10-20,"Playing the guitar, playing video games","Marketing at the American College of Greece (Athens, GRE)","Father, Haralabos. Mother is Ugandan","English, Greek","Personal: Haralabos Karalis (GRE), his father"
NTRISMPIOTI Antigoni,Female,GRE,Greece,Greece,['Athletics'],"[""Women's 20km Race Walk""]",1984-03-21,,,,"English, Greek",Personal: Brent Vallance (AUS)
SCARVELIS Stamatia,Female,GRE,Greece,Greece,['Athletics'],"[""Women's Hammer Throw""]",1995-08-17,,"Communications, Media Studies - University of Tennessee, Knoxville, TN, USA",,English,Personal: Nathan Ott (USA)
STEFANIDI Aikaterini,Female,GRE,Greece,Greece,['Athletics'],"[""Women's Pole Vault""]",1990-02-04,,"Neurological Science, Psychology at Stanford University (Palo Alto, CA, USA)","Husband, Mitchell Krier (USA). Father, Georgios. Mother, Zoi. Young sister, Georgia","English, French, Greek","Personal: Mitchell Krier (USA), her husband"
TENTOGLOU Miltiadis,Male,GRE,Greece,Greece,['Athletics'],"[""Men's Long Jump""]",1998-03-18,"Playing guitar, Greek bouzouki (guitar) and piano, walking, watching movies, computer games, painting",,,Greek,Personal: Georgi Pomaski (BUL)
TZENGKO Elina,Female,GRE,Greece,Greece,['Athletics'],"[""Women's Javelin Throw""]",2002-09-02,,"Physical Education and Sports at Aristotle University (Thessaloniki, GRE)",Albanian parents. Two older sisters,Greek,Personal: Giorgos Botskariov (GRE)
ANTETOKOUNMPO Giannis,Male,GRE,Greece,Greece,['Basketball'],['Men'],1994-12-06,,,"Partner, Mariah Riddlesprigger. Sons, Liam and Maverick. Daughter, Eva. Father, Charles (deceased). Mother, Veronica. Brothers, Francis, Thanasis, Kostas and Alexis","English, Greek",National: Vassilis Spanoulis (GRE).<br>Club: Doc Rivers (USA)
CALATHES Nick,Male,GRE,Greece,Greece,['Basketball'],['Men'],1989-02-07,,"Attended the University of Florida (Gainesville, USA) for one year",,"English, Greek",National: Vassilis Spanoulis (GRE)
CHARALAMPOPOULOS Vasilis,Male,GRE,Greece,Greece,['Basketball'],['Men'],1997-01-06,,,,Greek,National: Vassilis Spanoulis (GRE)
KALAITZAKIS Panagiotis,Male,GRE,Greece,Greece,['Basketball'],['Men'],1999-01-02,,,"Twin brother, Georgios. Younger brother, Alexandros",Greek,National: Vassilis Spanoulis (GRE).<br>Club: Ergin Ataman (TUR)
LARENTZAKIS Giannoulis,Male,GRE,Greece,Greece,['Basketball'],['Men'],1993-09-22,,,,Greek,National: Vassilis Spanoulis (GRE).<br>Club: Georgios Bartzokas (GRE)
MITOGLOU Dinos,Male,GRE,Greece,Greece,['Basketball'],['Men'],1996-06-11,,"Attended Wake Forest University (Winston-Salem, NC, USA)","Father, Jim Dimitrios Mitoglou. Mother, Sofia Panou. Younger brother, Simon Gerasimos",Greek,National: Vassilis Spanoulis (GRE).<br>Club: Ergin Ataman (TUR)
MORAITIS Dimitris,Male,GRE,Greece,Greece,['Basketball'],['Men'],1999-02-03,,,"Father, Kostas",Greek,National: Vassilis Spanoulis (GRE).<br>Club: Ergin Ataman (TUR)
PAPAGIANNIS Georgios,Male,GRE,Greece,Greece,['Basketball'],['Men'],1997-07-03,,,,Greek,National: Vassilis Spanoulis (GRE)
